Date,Plant,MachineID,MachineType,Shift,Operator,ProductionUnits,DowntimeHours,Defects,MaintenanceEvent,PlannedProduction,UtilizationRate,DefectRate,PlantProductionCapacity,MachineAge,MachineAgeGroup,YearMonth,ProductionEfficiency,DowntimeImpact,DowntimeImpactUnits
2025-05-16,Plant C,M14,Assembly,Morning,Zoe,213,0.8,3,No,235,0.9,0.014084507042253521,3000,3,New,2025-05,0.9063829787234042,0.09361702127659577,22
2025-05-16,Plant C,M15,Packaging,Morning,Nina,253,1.1,4,No,296,0.8625,0.015810276679841896,3000,10,Old,2025-05,0.8547297297297297,0.14527027027027029,43
2025-05-16,Plant A,M01,Cutting,Morning,Liam,331,0.5,4,No,359,0.9375,0.012084592145015106,6000,3,New,2025-05,0.9220055710306406,0.07799442896935938,28
2025-05-16,Plant A,M02,Cutting,Morning,Sofia,309,0.6,4,No,334,0.925,0.012944983818770227,6000,4,New,2025-05,0.9251497005988024,0.07485029940119758,25
2025-05-16,Plant A,M03,Assembly,Afternoon,Camille,234,1.4,6,No,287,0.825,0.02564102564102564,6000,11,Old,2025-05,0.8153310104529616,0.18466898954703836,53
2025-05-16,Plant A,M04,Packaging,Afternoon,Mia,283,1.0,6,No,340,0.875,0.02120141342756184,6000,5,Mid-life,2025-05,0.8323529411764706,0.16764705882352937,57
2025-05-16,Plant A,M05,Packaging,Afternoon,Ethan,296,1.3,6,No,364,0.8375,0.02027027027027027,6000,6,Mid-life,2025-05,0.8131868131868132,0.18681318681318682,68
2025-05-16,Plant B,M06,Cutting,Night,Lina,206,1.6,6,No,267,0.8,0.02912621359223301,4200,7,Mid-life,2025-05,0.7715355805243446,0.22846441947565543,61
2025-05-16,Plant B,M07,Assembly,Night,James,169,2.3,7,No,242,0.7125,0.04142011834319527,4200,12,Old,2025-05,0.6983471074380165,0.30165289256198347,73
2025-05-19,Plant A,M03,Assembly,Morning,Hugo,258,1.3,5,No,311,0.8375,0.01937984496124031,6000,11,Old,2025-05,0.8295819935691319,0.17041800643086813,53
2025-05-19,Plant A,M04,Packaging,Morning,Liam,327,0.6,4,No,366,0.925,0.012232415902140673,6000,5,Mid-life,2025-05,0.8934426229508197,0.10655737704918034,39
2025-05-19,Plant A,M05,Packaging,Morning,Sofia,366,0.3,5,No,385,0.9625,0.01366120218579235,6000,6,Mid-life,2025-05,0.9506493506493506,0.04935064935064937,19
2025-05-19,Plant B,M06,Cutting,Morning,Emma,267,0.8,3,No,309,0.9,0.011235955056179775,4200,7,Mid-life,2025-05,0.8640776699029126,0.13592233009708743,42
2025-05-19,Plant B,M07,Assembly,Afternoon,Ella,125,3.9,5,Yes,266,0.5125,0.04,4200,12,Old,2025-05,0.4699248120300752,0.5300751879699248,141
2025-05-19,Plant B,M08,Assembly,Afternoon,Mason,221,1.2,4,No,269,0.85,0.01809954751131222,4200,4,New,2025-05,0.8215613382899628,0.1784386617100372,48
2025-05-19,Plant B,M09,Packaging,Afternoon,Nathan,267,0.9,6,No,309,0.8875,0.02247191011235955,4200,8,Mid-life,2025-05,0.8640776699029126,0.13592233009708743,42
2025-05-19,Plant B,M10,Packaging,Night,James,231,1.6,6,No,303,0.8,0.025974025974025976,4200,6,Mid-life,2025-05,0.7623762376237624,0.2376237623762376,72
2025-05-19,Plant C,M11,Cutting,Night,Mila,162,1.8,5,No,221,0.775,0.030864197530864196,3000,2,New,2025-05,0.7330316742081447,0.26696832579185525,59
2025-05-20,Plant B,M07,Assembly,Morning,Ava,175,2.6,6,No,282,0.675,0.03428571428571429,4200,12,Old,2025-05,0.6205673758865248,0.3794326241134752,107
2025-05-20,Plant B,M08,Assembly,Morning,Lucas,261,0.6,4,No,289,0.925,0.01532567049808429,4200,4,New,2025-05,0.903114186851211,0.09688581314878897,28
2025-05-20,Plant B,M09,Packaging,Morning,Emma,305,0.7,4,No,337,0.9125,0.013114754098360656,4200,8,Mid-life,2025-05,0.9050445103857567,0.09495548961424327,32
2025-05-20,Plant B,M10,Packaging,Morning,Ava,315,0.8,4,No,352,0.9,0.012698412698412698,4200,6,Mid-life,2025-05,0.8948863636363636,0.10511363636363635,37
2025-05-20,Plant C,M11,Cutting,Afternoon,Aria,210,1.0,5,No,250,0.875,0.023809523809523808,3000,2,New,2025-05,0.84,0.16000000000000003,40
2025-05-20,Plant C,M12,Cutting,Afternoon,Mila,193,1.3,4,No,237,0.8375,0.02072538860103627,3000,9,Old,2025-05,0.8143459915611815,0.18565400843881852,44
2025-05-20,Plant C,M13,Assembly,Afternoon,Owen,185,1.4,4,No,229,0.825,0.021621621621621623,3000,5,Mid-life,2025-05,0.8078602620087336,0.19213973799126638,44
2025-05-20,Plant C,M14,Assembly,Night,Mila,159,1.6,5,No,206,0.8,0.031446540880503145,3000,3,New,2025-05,0.7718446601941747,0.22815533980582525,47
2025-05-20,Plant C,M15,Packaging,Night,Sami,208,1.4,7,No,262,0.825,0.03365384615384615,3000,10,Old,2025-05,0.7938931297709924,0.20610687022900764,54
2025-05-20,Plant A,M01,Cutting,Night,Noah,243,1.3,6,No,306,0.8375,0.024691358024691357,6000,3,New,2025-05,0.7941176470588235,0.20588235294117652,63
2025-05-21,Plant C,M11,Cutting,Morning,Zoe,248,0.7,3,No,277,0.9125,0.012096774193548387,3000,2,New,2025-05,0.8953068592057761,0.10469314079422387,29
2025-05-21,Plant C,M12,Cutting,Morning,Nina,235,0.5,5,No,253,0.9375,0.02127659574468085,3000,9,Old,2025-05,0.9288537549407114,0.07114624505928857,18
2025-05-21,Plant C,M13,Assembly,Morning,Leo,228,0.5,3,No,244,0.9375,0.013157894736842105,3000,5,Mid-life,2025-05,0.9344262295081968,0.06557377049180324,16
2025-05-21,Plant C,M14,Assembly,Morning,Zoe,212,0.8,3,No,241,0.9,0.014150943396226415,3000,3,New,2025-05,0.8796680497925311,0.1203319502074689,29
2025-05-21,Plant C,M15,Packaging,Afternoon,Mila,236,1.2,5,No,288,0.85,0.0211864406779661,3000,10,Old,2025-05,0.8194444444444444,0.18055555555555558,52
2025-05-21,Plant A,M01,Cutting,Afternoon,Mia,271,1.1,5,No,331,0.8625,0.01845018450184502,6000,3,New,2025-05,0.8187311178247734,0.18126888217522663,60
2025-05-21,Plant A,M02,Cutting,Afternoon,Ethan,274,1.1,5,No,325,0.8625,0.01824817518248175,6000,4,New,2025-05,0.8430769230769231,0.15692307692307694,51
2025-05-21,Plant A,M03,Assembly,Night,Lucas,196,2.2,7,No,281,0.725,0.03571428571428571,6000,11,Old,2025-05,0.697508896797153,0.302491103202847,85
2025-05-21,Plant A,M04,Packaging,Night,Noah,257,1.3,7,No,327,0.8375,0.027237354085603113,6000,5,Mid-life,2025-05,0.7859327217125383,0.21406727828746175,70
2025-05-22,Plant C,M15,Packaging,Morning,Nina,261,1.0,4,No,306,0.875,0.01532567049808429,3000,10,Old,2025-05,0.8529411764705882,0.1470588235294118,45
2025-05-22,Plant A,M01,Cutting,Morning,Liam,320,0.6,4,No,360,0.925,0.0125,6000,3,New,2025-05,0.8888888888888888,0.11111111111111116,40
2025-05-22,Plant A,M02,Cutting,Morning,Sofia,320,0.4,5,No,336,0.95,0.015625,6000,4,New,2025-05,0.9523809523809523,0.04761904761904767,16
2025-05-22,Plant A,M03,Assembly,Morning,Hugo,258,1.3,6,No,313,0.8375,0.023255813953488372,6000,11,Old,2025-05,0.8242811501597445,0.17571884984025554,55
2025-05-22,Plant A,M04,Packaging,Afternoon,Mia,298,1.0,5,No,345,0.875,0.016778523489932886,6000,5,Mid-life,2025-05,0.863768115942029,0.13623188405797104,47
2025-05-22,Plant A,M05,Packaging,Afternoon,Ethan,325,0.8,5,No,373,0.9,0.015384615384615385,6000,6,Mid-life,2025-05,0.871313672922252,0.12868632707774796,48
2025-05-22,Plant B,M06,Cutting,Afternoon,Nathan,233,1.3,5,No,287,0.8375,0.02145922746781116,4200,7,Mid-life,2025-05,0.8118466898954704,0.18815331010452963,54
2025-05-22,Plant B,M07,Assembly,Night,James,165,2.3,7,No,241,0.7125,0.04242424242424243,4200,12,Old,2025-05,0.6846473029045643,0.3153526970954357,76
2025-05-22,Plant B,M08,Assembly,Night,Harper,194,1.3,6,No,242,0.8375,0.030927835051546393,4200,4,New,2025-05,0.8016528925619835,0.19834710743801653,48
2025-05-23,Plant A,M04,Packaging,Morning,Liam,332,0.7,4,No,371,0.9125,0.012048192771084338,6000,5,Mid-life,2025-05,0.894878706199461,0.10512129380053903,39
2025-05-23,Plant A,M05,Packaging,Morning,Sofia,340,0.9,4,No,393,0.8875,0.011764705882352941,6000,6,Mid-life,2025-05,0.8651399491094147,0.13486005089058528,53
2025-05-23,Plant B,M06,Cutting,Morning,Emma,267,1.0,4,No,311,0.875,0.0149812734082397,4200,7,Mid-life,2025-05,0.8585209003215434,0.14147909967845662,44
2025-05-23,Plant B,M07,Assembly,Morning,Ava,225,1.6,5,No,286,0.8,0.022222222222222223,4200,12,Old,2025-05,0.7867132867132867,0.21328671328671334,61
2025-05-23,Plant B,M08,Assembly,Afternoon,Mason,216,1.4,5,No,269,0.825,0.023148148148148147,4200,4,New,2025-05,0.8029739776951673,0.19702602230483268,53
2025-05-23,Plant B,M09,Packaging,Afternoon,Nathan,267,1.0,5,No,307,0.875,0.018726591760299626,4200,8,Mid-life,2025-05,0.8697068403908795,0.13029315960912047,40
2025-05-23,Plant B,M10,Packaging,Afternoon,Ella,259,1.4,6,No,322,0.825,0.023166023166023165,4200,6,Mid-life,2025-05,0.8043478260869565,0.19565217391304346,63
2025-05-23,Plant C,M11,Cutting,Night,Mila,179,1.4,5,No,228,0.825,0.027932960893854747,3000,2,New,2025-05,0.7850877192982456,0.2149122807017544,49
2025-05-23,Plant C,M12,Cutting,Night,Sami,169,1.6,5,No,216,0.8,0.029585798816568046,3000,9,Old,2025-05,0.7824074074074074,0.21759259259259256,47
2025-05-23,Plant C,M13,Assembly,Night,Jack,159,1.5,5,No,198,0.8125,0.031446540880503145,3000,5,Mid-life,2025-05,0.803030303030303,0.19696969696969702,39
2025-05-26,Plant B,M08,Assembly,Morning,Lucas,247,0.9,3,No,285,0.8875,0.012145748987854251,4200,4,New,2025-05,0.8666666666666667,0.1333333333333333,38
2025-05-26,Plant B,M09,Packaging,Morning,Emma,287,0.8,4,No,331,0.9,0.013937282229965157,4200,8,Mid-life,2025-05,0.8670694864048338,0.13293051359516617,44
2025-05-26,Plant B,M10,Packaging,Morning,Ava,313,0.7,4,No,347,0.9125,0.012779552715654952,4200,6,Mid-life,2025-05,0.9020172910662824,0.09798270893371763,34
2025-05-26,Plant C,M11,Cutting,Morning,Zoe,248,0.6,3,No,267,0.925,0.012096774193548387,3000,2,New,2025-05,0.9288389513108615,0.07116104868913853,19
2025-05-26,Plant C,M12,Cutting,Afternoon,Mila,188,1.3,4,No,227,0.8375,0.02127659574468085,3000,9,Old,2025-05,0.8281938325991189,0.17180616740088106,39
2025-05-26,Plant C,M13,Assembly,Afternoon,Owen,180,1.3,4,No,225,0.8375,0.022222222222222223,3000,5,Mid-life,2025-05,0.8,0.19999999999999996,45
2025-05-26,Plant C,M14,Assembly,Afternoon,Aria,178,1.0,3,No,209,0.875,0.016853932584269662,3000,3,New,2025-05,0.8516746411483254,0.14832535885167464,31
2025-05-26,Plant C,M15,Packaging,Night,Sami,207,1.3,6,No,258,0.8375,0.028985507246376812,3000,10,Old,2025-05,0.8023255813953488,0.19767441860465118,51
2025-05-26,Plant A,M01,Cutting,Night,Noah,246,1.4,6,No,308,0.825,0.024390243902439025,6000,3,New,2025-05,0.7987012987012987,0.2012987012987013,62
2025-05-27,Plant C,M12,Cutting,Morning,Nina,231,0.6,3,No,255,0.925,0.012987012987012988,3000,9,Old,2025-05,0.9058823529411765,0.09411764705882353,24
2025-05-27,Plant C,M13,Assembly,Morning,Leo,217,0.6,2,No,242,0.925,0.009216589861751152,3000,5,Mid-life,2025-05,0.8966942148760331,0.10330578512396693,25
2025-05-27,Plant C,M14,Assembly,Morning,Zoe,195,1.0,3,No,231,0.875,0.015384615384615385,3000,3,New,2025-05,0.8441558441558441,0.1558441558441559,36
2025-05-27,Plant C,M15,Packaging,Morning,Nina,282,0.7,5,No,312,0.9125,0.01773049645390071,3000,10,Old,2025-05,0.9038461538461539,0.09615384615384615,30
2025-05-27,Plant A,M01,Cutting,Afternoon,Mia,297,0.7,5,No,337,0.9125,0.016835016835016835,6000,3,New,2025-05,0.8813056379821959,0.11869436201780414,40
2025-05-27,Plant A,M02,Cutting,Afternoon,Ethan,288,0.7,5,No,330,0.9125,0.017361111111111112,6000,4,New,2025-05,0.8727272727272727,0.12727272727272732,42
2025-05-27,Plant A,M03,Assembly,Afternoon,Camille,218,2.0,6,No,291,0.75,0.027522935779816515,6000,11,Old,2025-05,0.7491408934707904,0.2508591065292096,73
2025-05-27,Plant A,M04,Packaging,Night,Noah,268,0.9,7,No,317,0.8875,0.026119402985074626,6000,5,Mid-life,2025-05,0.8454258675078864,0.1545741324921136,49
2025-05-27,Plant A,M05,Packaging,Night,Chloe,270,1.4,7,No,341,0.825,0.025925925925925925,6000,6,Mid-life,2025-05,0.7917888563049853,0.2082111436950147,71
2025-05-28,Plant A,M01,Cutting,Morning,Liam,342,0.4,4,No,363,0.95,0.011695906432748537,6000,3,New,2025-05,0.9421487603305785,0.05785123966942152,21
2025-05-28,Plant A,M02,Cutting,Morning,Sofia,307,0.8,3,No,352,0.9,0.009771986970684038,6000,4,New,2025-05,0.8721590909090909,0.12784090909090906,45
2025-05-28,Plant A,M03,Assembly,Morning,Hugo,275,1.1,5,No,321,0.8625,0.01818181818181818,6000,11,Old,2025-05,0.8566978193146417,0.14330218068535827,46
2025-05-28,Plant A,M04,Packaging,Morning,Liam,346,0.7,5,No,384,0.9125,0.014450867052023121,6000,5,Mid-life,2025-05,0.9010416666666666,0.09895833333333337,38
2025-05-28,Plant A,M05,Packaging,Afternoon,Ethan,322,1.1,6,No,378,0.8625,0.018633540372670808,6000,6,Mid-life,2025-05,0.8518518518518519,0.14814814814814814,56
2025-05-28,Plant B,M06,Cutting,Afternoon,Nathan,253,1.0,6,No,295,0.875,0.023715415019762844,4200,7,Mid-life,2025-05,0.8576271186440678,0.14237288135593218,42
2025-05-28,Plant B,M07,Assembly,Afternoon,Ella,181,2.3,6,No,268,0.7125,0.03314917127071823,4200,12,Old,2025-05,0.6753731343283582,0.3246268656716418,87
2025-05-28,Plant B,M08,Assembly,Night,Harper,211,1.3,6,No,256,0.8375,0.02843601895734597,4200,4,New,2025-05,0.82421875,0.17578125,45
2025-05-28,Plant B,M09,Packaging,Night,Lina,222,1.5,6,No,294,0.8125,0.02702702702702703,4200,8,Mid-life,2025-05,0.7551020408163265,0.24489795918367352,72
2025-05-28,Plant B,M10,Packaging,Night,James,248,1.3,8,No,313,0.8375,0.03225806451612903,4200,6,Mid-life,2025-05,0.792332268370607,0.207667731629393,65
2025-05-29,Plant A,M05,Packaging,Morning,Sofia,359,0.8,4,No,407,0.9,0.011142061281337047,6000,6,Mid-life,2025-05,0.8820638820638821,0.11793611793611791,48
2025-05-29,Plant B,M06,Cutting,Morning,Emma,285,0.5,4,No,313,0.9375,0.014035087719298246,4200,7,Mid-life,2025-05,0.9105431309904153,0.08945686900958472,28
2025-05-29,Plant B,M07,Assembly,Morning,Ava,233,1.3,6,No,282,0.8375,0.02575107296137339,4200,12,Old,2025-05,0.8262411347517731,0.17375886524822692,49
2025-05-29,Plant B,M08,Assembly,Morning,Lucas,277,0.6,4,No,303,0.925,0.01444043321299639,4200,4,New,2025-05,0.9141914191419142,0.08580858085808585,26
2025-05-29,Plant B,M09,Packaging,Afternoon,Nathan,259,1.3,5,No,316,0.8375,0.019305019305019305,4200,8,Mid-life,2025-05,0.819620253164557,0.180379746835443,57
2025-05-29,Plant B,M10,Packaging,Afternoon,Ella,271,1.1,5,No,330,0.8625,0.01845018450184502,4200,6,Mid-life,2025-05,0.8212121212121212,0.17878787878787883,59
2025-05-29,Plant C,M11,Cutting,Afternoon,Aria,213,1.0,5,No,250,0.875,0.023474178403755867,3000,2,New,2025-05,0.852,0.14800000000000002,37
2025-05-29,Plant C,M12,Cutting,Night,Sami,163,1.6,5,No,216,0.8,0.03067484662576687,3000,9,Old,2025-05,0.7546296296296297,0.24537037037037035,53
2025-05-29,Plant C,M13,Assembly,Night,Jack,156,1.7,5,No,209,0.7875,0.03205128205128205,3000,5,Mid-life,2025-05,0.7464114832535885,0.2535885167464115,53
2025-05-30,Plant B,M09,Packaging,Morning,Emma,303,0.6,4,No,338,0.925,0.013201320132013201,4200,8,Mid-life,2025-05,0.8964497041420119,0.10355029585798814,35
2025-05-30,Plant B,M10,Packaging,Morning,Ava,325,0.8,5,No,357,0.9,0.015384615384615385,4200,6,Mid-life,2025-05,0.9103641456582633,0.08963585434173671,32
2025-05-30,Plant C,M11,Cutting,Morning,Zoe,242,0.7,3,No,268,0.9125,0.012396694214876033,3000,2,New,2025-05,0.9029850746268657,0.09701492537313428,26
2025-05-30,Plant C,M12,Cutting,Morning,Nina,227,0.9,4,No,259,0.8875,0.01762114537444934,3000,9,Old,2025-05,0.8764478764478765,0.12355212355212353,32
2025-05-30,Plant C,M13,Assembly,Afternoon,Owen,190,1.3,5,No,234,0.8375,0.02631578947368421,3000,5,Mid-life,2025-05,0.811965811965812,0.18803418803418803,44
2025-05-30,Plant C,M14,Assembly,Afternoon,Aria,183,1.2,4,No,222,0.85,0.02185792349726776,3000,3,New,2025-05,0.8243243243243243,0.17567567567567566,39
2025-05-30,Plant C,M15,Packaging,Afternoon,Mila,236,1.0,5,No,284,0.875,0.0211864406779661,3000,10,Old,2025-05,0.8309859154929577,0.16901408450704225,48
2025-05-30,Plant A,M01,Cutting,Night,Noah,250,1.2,7,No,305,0.85,0.028,6000,3,New,2025-05,0.819672131147541,0.180327868852459,55
2025-05-30,Plant A,M02,Cutting,Night,Chloe,242,1.1,7,No,296,0.8625,0.028925619834710745,6000,4,New,2025-05,0.8175675675675675,0.18243243243243246,54
2025-06-02,Plant C,M13,Assembly,Morning,Leo,229,0.7,4,No,254,0.9125,0.017467248908296942,3000,5,Mid-life,2025-06,0.9015748031496063,0.09842519685039375,25
2025-06-02,Plant C,M14,Assembly,Morning,Zoe,216,0.7,3,No,241,0.9125,0.013888888888888888,3000,3,New,2025-06,0.8962655601659751,0.10373443983402486,25
2025-06-02,Plant C,M15,Packaging,Morning,Nina,273,0.8,4,No,313,0.9,0.014652014652014652,3000,10,Old,2025-06,0.8722044728434505,0.12779552715654952,40
2025-06-02,Plant A,M01,Cutting,Morning,Liam,334,0.6,4,No,369,0.925,0.011976047904191617,6000,3,New,2025-06,0.9051490514905149,0.09485094850948506,35
2025-06-02,Plant A,M02,Cutting,Afternoon,Ethan,272,1.2,5,No,330,0.85,0.01838235294117647,6000,4,New,2025-06,0.8242424242424242,0.17575757575757578,58
2025-06-02,Plant A,M03,Assembly,Afternoon,Camille,230,1.8,6,No,304,0.775,0.02608695652173913,6000,11,Old,2025-06,0.756578947368421,0.24342105263157898,74
2025-06-02,Plant A,M04,Packaging,Afternoon,Mia,297,1.2,6,No,361,0.85,0.020202020202020204,6000,5,Mid-life,2025-06,0.8227146814404432,0.17728531855955676,64
2025-06-02,Plant A,M05,Packaging,Night,Chloe,288,1.2,8,No,358,0.85,0.027777777777777776,6000,6,Mid-life,2025-06,0.8044692737430168,0.1955307262569832,70
2025-06-02,Plant B,M06,Cutting,Night,Lina,224,1.3,6,No,280,0.8375,0.026785714285714284,4200,7,Mid-life,2025-06,0.8,0.19999999999999996,56
2025-06-03,Plant A,M02,Cutting,Morning,Sofia,322,0.6,4,No,354,0.925,0.012422360248447204,6000,4,New,2025-06,0.9096045197740112,0.09039548022598876,32
2025-06-03,Plant A,M03,Assembly,Morning,Hugo,288,1.1,4,No,342,0.8625,0.013888888888888888,6000,11,Old,2025-06,0.8421052631578947,0.1578947368421053,54
2025-06-03,Plant A,M04,Packaging,Morning,Liam,355,0.6,5,No,392,0.925,0.014084507042253521,6000,5,Mid-life,2025-06,0.9056122448979592,0.09438775510204078,37
2025-06-03,Plant A,M05,Packaging,Morning,Sofia,379,0.7,5,No,424,0.9125,0.013192612137203167,6000,6,Mid-life,2025-06,0.8938679245283019,0.10613207547169812,45
2025-06-03,Plant B,M06,Cutting,Afternoon,Nathan,256,1.0,5,No,308,0.875,0.01953125,4200,7,Mid-life,2025-06,0.8311688311688312,0.16883116883116878,52
2025-06-03,Plant B,M07,Assembly,Afternoon,Ella,188,2.5,6,No,282,0.6875,0.031914893617021274,4200,12,Old,2025-06,0.6666666666666666,0.33333333333333337,94
2025-06-03,Plant B,M08,Assembly,Afternoon,Mason,226,1.3,5,No,284,0.8375,0.022123893805309734,4200,4,New,2025-06,0.795774647887324,0.204225352112676,58
2025-06-03,Plant B,M09,Packaging,Night,Lina,241,1.5,7,No,311,0.8125,0.029045643153526972,4200,8,Mid-life,2025-06,0.77491961414791,0.22508038585209,70
2025-06-03,Plant B,M10,Packaging,Night,James,264,1.3,7,No,322,0.8375,0.026515151515151516,4200,6,Mid-life,2025-06,0.8198757763975155,0.18012422360248448,58
2025-06-03,Plant C,M11,Cutting,Night,Mila,210,1.0,7,No,247,0.875,0.03333333333333333,3000,2,New,2025-06,0.8502024291497976,0.1497975708502024,37
2025-06-04,Plant B,M06,Cutting,Morning,Emma,300,0.8,4,No,336,0.9,0.013333333333333334,4200,7,Mid-life,2025-06,0.8928571428571429,0.1071428571428571,36
2025-06-04,Plant B,M07,Assembly,Morning,Ava,243,1.5,6,No,306,0.8125,0.024691358024691357,4200,12,Old,2025-06,0.7941176470588235,0.20588235294117652,63
2025-06-04,Plant B,M08,Assembly,Morning,Lucas,287,0.6,4,No,318,0.925,0.013937282229965157,4200,4,New,2025-06,0.9025157232704403,0.09748427672955973,31
2025-06-04,Plant B,M09,Packaging,Morning,Emma,334,0.6,5,No,365,0.925,0.014970059880239521,4200,8,Mid-life,2025-06,0.915068493150685,0.08493150684931505,31
2025-06-04,Plant B,M10,Packaging,Afternoon,Ella,280,1.4,6,No,351,0.825,0.02142857142857143,4200,6,Mid-life,2025-06,0.7977207977207977,0.20227920227920226,71
2025-06-04,Plant C,M11,Cutting,Afternoon,Aria,209,1.4,5,No,264,0.825,0.023923444976076555,3000,2,New,2025-06,0.7916666666666666,0.20833333333333337,55
2025-06-04,Plant C,M12,Cutting,Afternoon,Mila,212,1.0,5,No,252,0.875,0.02358490566037736,3000,9,Old,2025-06,0.8412698412698413,0.15873015873015872,40
2025-06-04,Plant C,M13,Assembly,Night,Jack,178,1.4,5,No,225,0.825,0.028089887640449437,3000,5,Mid-life,2025-06,0.7911111111111111,0.2088888888888889,47
2025-06-04,Plant C,M14,Assembly,Night,Mila,174,1.6,6,No,229,0.8,0.034482758620689655,3000,3,New,2025-06,0.759825327510917,0.24017467248908297,55
2025-06-05,Plant B,M10,Packaging,Morning,Ava,334,0.8,5,No,368,0.9,0.014970059880239521,4200,6,Mid-life,2025-06,0.907608695652174,0.09239130434782605,34
2025-06-05,Plant C,M11,Cutting,Morning,Zoe,255,0.7,4,No,279,0.9125,0.01568627450980392,3000,2,New,2025-06,0.9139784946236559,0.08602150537634412,24
2025-06-05,Plant C,M12,Cutting,Morning,Nina,237,0.7,4,No,266,0.9125,0.016877637130801686,3000,9,Old,2025-06,0.8909774436090225,0.10902255639097747,29
2025-06-05,Plant C,M13,Assembly,Morning,Leo,226,1.1,3,No,265,0.8625,0.01327433628318584,3000,5,Mid-life,2025-06,0.8528301886792453,0.14716981132075468,39
2025-06-05,Plant C,M14,Assembly,Afternoon,Aria,178,1.4,4,No,226,0.825,0.02247191011235955,3000,3,New,2025-06,0.7876106194690266,0.21238938053097345,48
2025-06-05,Plant C,M15,Packaging,Afternoon,Mila,252,1.0,5,No,301,0.875,0.01984126984126984,3000,10,Old,2025-06,0.8372093023255814,0.16279069767441856,49
2025-06-05,Plant A,M01,Cutting,Afternoon,Mia,296,1.2,5,No,356,0.85,0.016891891891891893,6000,3,New,2025-06,0.8314606741573034,0.1685393258426966,60
2025-06-05,Plant A,M02,Cutting,Night,Chloe,255,1.1,7,No,311,0.8625,0.027450980392156862,6000,4,New,2025-06,0.819935691318328,0.180064308681672,56
2025-06-05,Plant A,M03,Assembly,Night,Lucas,222,1.6,8,No,293,0.8,0.036036036036036036,6000,11,Old,2025-06,0.757679180887372,0.24232081911262804,71
2025-06-06,Plant C,M14,Assembly,Morning,Zoe,232,0.6,3,No,247,0.925,0.01293103448275862,3000,3,New,2025-06,0.9392712550607287,0.06072874493927127,15
2025-06-06,Plant C,M15,Packaging,Morning,Nina,280,0.9,4,No,322,0.8875,0.014285714285714285,3000,10,Old,2025-06,0.8695652173913043,0.13043478260869568,42
2025-06-06,Plant A,M01,Cutting,Morning,Liam,347,0.8,4,No,387,0.9,0.011527377521613832,6000,3,New,2025-06,0.896640826873385,0.10335917312661502,40
2025-06-06,Plant A,M02,Cutting,Morning,Sofia,310,0.9,4,No,358,0.8875,0.012903225806451613,6000,4,New,2025-06,0.8659217877094972,0.13407821229050276,48
2025-06-06,Plant A,M03,Assembly,Afternoon,Camille,250,1.3,6,No,306,0.8375,0.024,6000,11,Old,2025-06,0.8169934640522876,0.18300653594771243,56
2025-06-06,Plant A,M04,Packaging,Afternoon,Mia,303,1.2,6,No,358,0.85,0.019801980198019802,6000,5,Mid-life,2025-06,0.8463687150837989,0.15363128491620115,55
2025-06-06,Plant A,M05,Packaging,Afternoon,Ethan,330,1.1,7,No,390,0.8625,0.021212121212121213,6000,6,Mid-life,2025-06,0.8461538461538461,0.15384615384615385,60
2025-06-06,Plant B,M06,Cutting,Night,Lina,224,1.4,7,No,283,0.825,0.03125,4200,7,Mid-life,2025-06,0.7915194346289752,0.20848056537102477,59
2025-06-06,Plant B,M07,Assembly,Night,James,178,2.3,7,No,257,0.7125,0.03932584269662921,4200,12,Old,2025-06,0.6926070038910506,0.30739299610894943,79
2025-06-06,Plant B,M08,Assembly,Night,Harper,197,1.8,6,No,268,0.775,0.030456852791878174,4200,4,New,2025-06,0.7350746268656716,0.2649253731343284,71
2025-06-09,Plant A,M03,Assembly,Morning,Hugo,245,2.0,5,No,336,0.75,0.02040816326530612,6000,11,Old,2025-06,0.7291666666666666,0.27083333333333337,91
2025-06-09,Plant A,M04,Packaging,Morning,Liam,362,0.7,4,No,393,0.9125,0.011049723756906077,6000,5,Mid-life,2025-06,0.9211195928753181,0.07888040712468192,31
2025-06-09,Plant A,M05,Packaging,Morning,Sofia,371,0.9,4,No,421,0.8875,0.01078167115902965,6000,6,Mid-life,2025-06,0.8812351543942993,0.11876484560570066,50
2025-06-09,Plant B,M06,Cutting,Morning,Emma,290,1.0,4,No,334,0.875,0.013793103448275862,4200,7,Mid-life,2025-06,0.8682634730538922,0.13173652694610782,44
2025-06-09,Plant B,M07,Assembly,Afternoon,Ella,203,2.0,6,No,277,0.75,0.029556650246305417,4200,12,Old,2025-06,0.7328519855595668,0.26714801444043323,74
2025-06-09,Plant B,M08,Assembly,Afternoon,Mason,238,1.0,5,No,283,0.875,0.02100840336134454,4200,4,New,2025-06,0.8409893992932862,0.1590106007067138,45
2025-06-09,Plant B,M09,Packaging,Afternoon,Nathan,274,1.2,5,No,330,0.85,0.01824817518248175,4200,8,Mid-life,2025-06,0.8303030303030303,0.16969696969696968,56
2025-06-09,Plant B,M10,Packaging,Night,James,254,1.4,8,No,324,0.825,0.031496062992125984,4200,6,Mid-life,2025-06,0.7839506172839507,0.21604938271604934,70
2025-06-09,Plant C,M11,Cutting,Night,Mila,190,1.3,5,No,235,0.8375,0.02631578947368421,3000,2,New,2025-06,0.8085106382978723,0.19148936170212771,45
